starting_x,starting_y,dx,dy,ending_x,ending_y
368,535,860,474,555.7276230336635,454.1838266285212
518,447,620,417,566.8712555909364,426.77337187422495
539,744,120,796,420.36025345812277,681.8972341376917
603,401,632,864,304.18920918766423,218.87472477621844
722,374,758,588,233.76379921429046,725.6705397562162
157,568,561,359,383.5184732589722,233.6874915628939
145,479,568,303,503.03082444941634,210.88732162736864
589,493,42,410,571.1398332003149,732.7347662724561
765,531,564,644,319.21580858147706,715.0970708231979
692,845,451,742,259.4747501897457,735.0651212616247
304,52,468,406,740.8881934153126,101.05580419740069
760,633,661,535,188.18584860719926,775.2662298940996
780,637,817,891,111.75692708814213,555.7380864786495
250,627,639,504,474.4110435327261,204.35406101124588
651,569,404,75,306.40555623907335,626.4569345835112
154,275,890,568,865.1863744920388,168.06886900386436
888,751,705,225,266.8015195555341,904.5268791284005
603,282,820,143,783.197173999218,404.07890328570465
2,90,346,170,282.1193807571536,-25.067766756298195
830,434,484,366,579.743471908718,752.8905259620512
805,252,259,622,853.4663439894352,818.927553506561
615,5,187,523,773.2964227333152,380.0675681990454
4,753,709,587,34.62462426271395,195.33292662588173
102,431,745,140,574.6068211759632,296.3978132356021
407,783,236,807,201.76004274877099,180.2260582108861
92,269,496,189,499.96598943041033,126.06537210104514
353,3,135,717,487.20688841348925,44.013847708702485
244,353,94,419,300.05555105165723,113.609572581512
542,424,122,860,502.28642341431294,733.6301956677771
465,294,705,708,292.8293785238743,470.76692878304186
177,515,805,743,698.8173591720832,261.1455818311891
238,84,755,558,876.3657464148879,152.80324994387772
323,188,598,455,769.8102967318574,319.9961724352992
170,823,568,775,2.5156578842634154,132.3026233510996
318,879,894,420,-110.95452888397071,598.5939578018954
171,736,184,338,72.76338859913449,431.0415852772882
245,750,184,774,125.02191242995168,92.3152534142671
706,137,429,161,919.1278178156381,260.61383590430415
459,478,38,787,425.26272281715444,264.9811839236461
264,772,257,308,101.15586846758362,531.0190582447258
270,659,812,774,584.4526192576807,191.37203215976552
773,65,583,130,1080.791563444343,160.34705211327466
61,625,247,646,28.350458557296054,41.29493546695167
889,555,361,653,680.9646512312929,970.5608764263329
54,828,882,771,82.31964046524169,120.32036298142297
594,537,456,565,281.2812395818524,332.5852927444716
77,334,87,493,111.73325110611718,-30.701863111045732
109,376,664,71,534.2622082701195,308.5876576826649
709,720,423,705,316.20336232279925,682.4647556341143
751,338,840,38,915.4483086625686,374.29708770662967
177,632,566,470,308.4360209070961,204.50972112210943
290,9,85,436,372.063066620263,-67.81543528181524
842,277,20,862,849.6667841937119,994.9905229576816
568,532,799,782,595.2120702812239,408.93132913970805
358,496,721,747,344.8432212400677,409.31687916050583
45,220,573,192,527.0952754423712,76.86115383367714
74,603,200,308,46.099965226067766,302.1217668155568
351,32,433,442,750.8794379716305,149.0320069847324
605,69,425,673,857.1015951586045,629.8250206907738
869,689,570,738,388.1016023369001,906.9520557228531
899,113,566,780,975.1113263376952,836.3344250732163
779,738,475,853,348.52494987897006,777.6049589666943
177,548,222,81,151.34268836239258,468.9824701476767
616,85,91,299,693.9284923458424,277.6019349985831
29,771,319,676,-79.08059668260027,136.4087928519573
134,429,435,489,408.1096844615153,128.34251029540007
383,853,575,356,-2.608502612366463,658.5436523864564
26,104,884,730,817.9366237593529,-44.14801244130179
782,685,118,197,701.0117733628055,816.8729830696939
537,190,823,810,402.0229852853228,723.3960956566328
740,280,630,775,526.6788441994742,809.8066834141238
60,263,637,678,597.6798577138775,56.88411115540935
638,675,839,518,63.14624487818029,591.7188516642725
830,384,769,117,734.9518524339734,500.5249015786643
534,695,408,150,175.07625382384822,701.3228184593438
397,680,60,335,340.8188445684107,478.28958201459574
417,131,548,223,848.3303907383574,183.56471843509883
25,881,451,392,-157.73502237383843,537.4874603884075
104,119,658,261,708.3293676371312,-12.67356379387763
569,866,610,794,58.030265334422445,457.59076598630577
266,66,135,855,394.84070544920615,-57.23639449287096
847,335,252,598,841.6389389911615,864.094792697966
879,459,451,64,801.6399774316096,522.6561380946216
687,238,411,610,719.716315563103,766.9432733165
155,13,36,338,185.48381278172644,-142.18189968285213
821,21,586,630,1009.020175282297,591.8281346223889
124,849,276,664,-34.219171709230416,248.40565560699338
741,177,776,490,649.1404243088024,632.2651187534377
646,367,478,554,393.2473566417528,635.1558961713214
312,369,354,186,612.5937284272136,290.56407483784517
187,288,488,205,614.5616670301803,160.10322453371964
797,77,785,292,1053.848854961147,324.637221389582
478,78,675,774,805.9547568114541,654.8252348829578
452,112,96,775,546.6539443162941,468.4365131136039
161,822,885,102,-287.33515415829424,751.302564746935
642,496,348,23,453.45341348075544,518.0215117942827
82,355,8,209,84.07086979852384,170.1273667325097
597,754,450,886,189.02830213208708,266.0283881790384
104,380,168,547,174.29747190985032,-8.611554308408913
676,220,887,48,1051.666889441737,256.01235553199064
367,280,136,342,499.46231327439904,331.0704326235342
471,218,735,571,429.6644752748264,642.3988436135209
557,187,839,678,395.7012577518807,715.5899339812422
280,835,375,97,4.331378719582611,786.0839678443539
566,709,753,130,-18.853199809445368,733.8269385114842
548,227,60,81,599.4814373380299,270.66569048244617
512,391,463,247,282.4550328024611,525.0520897012852
393,51,50,482,442.8036719894734,39.311549965961206
7,692,388,436,-37.09192752374959,270.3602146657517
630,389,842,21,767.1732698306047,409.2056207132796
600,706,762,300,5.851683421091411,713.5972946166243
635,474,451,24,427.18448474906984,497.54894646383025
190,42,605,566,755.8026471590559,50.720234349368326
469,267,606,578,405.6840598955235,634.7945508238284
631,822,817,676,15.922661918113889,608.0520443672212
589,347,220,533,590.1398140634531,734.6482205894722
716,34,590,252,1026.9271458520473,216.77038732540166
505,601,473,545,363.7241424637469,277.6131655716106
242,82,809,40,934.3455906931434,63.951123010023906
570,640,8,576,563.1707338578839,846.924387257259
418,247,425,320,670.5632799887945,414.49881279204743
795,214,424,725,833.1811678637974,857.450902400378
604,284,404,868,580.7828228764233,830.1115814170362
403,870,223,283,197.8161647589524,752.4194421450678
627,670,552,703,179.04504203808764,383.7865333070096
615,326,174,813,652.7928161785,890.3767941673343
385,177,640,848,701.0358683500319,737.3941516213815
589,97,425,18,907.3681279040278,103.96785108507099
603,559,520,423,243.2534800527223,501.78435903482745
27,135,888,815,811.89389024742,18.134423866220484
17,471,556,360,297.8005365059225,144.3449935313502
206,453,291,370,356.545335986149,195.29888395740036
140,505,846,840,704.4177642915305,257.4497776812291
373,649,507,54,70.86575619923173,623.4943293023186
648,891,855,165,-98.87440041242164,932.0050333149952
99,635,880,714,512.935136234665,65.53072116494565
473,95,707,587,785.5707068137524,500.48162489559616
432,8,54,0,485.9566182003657,8
517,694,859,195,-51.72832600842288,672.1405261839244
801,519,653,735,295.1569030568372,736.3774076460697
160,444,827,139,688.2032034525434,310.899402950675
522,148,559,24,923.604612270705,154.42496636903337
718,775,465,610,280.48658704712625,773.8028824259344
321,820,104,501,228.40289666381292,469.05878114346825
682,637,164,120,550.3198933606556,713.1226790359166
840,845,243,40,641.2939495170446,872.0806604640242
466,245,682,498,402.83628260145326,614.7930926455606
134,293,623,873,665.1217376907368,355.53256802108103
323,616,9,332,315.95849643272817,333.44712531340383
112,769,398,186,-54.88837194662399,612.2137288786529
345,729,445,296,127.72434619866051,514.793875656354
45,527,130,604,40.92981030420847,1.4463165780656924
605,306,365,779,569.5451760587541,797.3838376780762
166,499,54,804,161.74940383818176,-81.50596355948403
177,440,71,58,188.35053699722258,382.6827101753044
6,537,366,118,15.438188590473008,419.57649910692555
192,548,514,519,429.3820805535344,173.4813991663068
860,64,283,728,995.4572591611675,739.5145124756262
854,130,808,64,1196.0113012357256,182.46863324485628
308,104,688,418,871.6429291052724,170.22451506688566
428,815,453,16,46.55912290893235,813.7101208751797
512,726,144,851,369.61995762011645,332.6822034105527
756,717,418,786,379.095051547243,780.3043707266991
75,828,659,710,-30.569165278573387,174.1775722604033
140,576,856,576,640.0148667393149,123.94925817952425
815,275,38,231,829.8404887310169,499.68777929166976
370,770,469,728,120.91681062987028,185.76699872817602
607,230,800,557,337.4635886846062,692.5181190974836
819,210,13,203,825.9385158252796,397.6240081108636
587,301,52,286,620.461933024821,560.2524344180042
628,167,401,191,833.2994548666293,307.99514103784907
477,96,148,217,618.0822492967908,171.09674295053713
81,48,857,585,861.7710700020435,-66.93427716580798
738,463,653,586,254.5568863585207,703.4195254217065
667,302,52,570,691.9574278322877,779.1711250782802
506,172,29,584,534.099498822706,468.16539992708465
521,437,85,787,489.8210393345446,689.9242725060807
67,378,886,762,757.5456648979242,120.63603409728228
759,294,201,547,794.2300825087598,787.2491614360019
237,376,20,501,244.3509654494096,52.90035197374271
427,12,180,740,603.691120507536,309.21356136099905
266,515,79,30,249.28051670085694,486.07790237240755
46,55,788,63,757.2114681383014,12.458333359398985
563,74,151,505,695.9082941383441,430.67440182494187
758,256,25,695,770.6170494366673,851.4294546393774
139,894,821,406,-161.45086780281744,563.6476836174694
778,203,125,77,839.1370352460725,268.4310866574078
778,615,638,719,232.91443376389597,696.7076593197875
672,360,637,474,292.95428592348816,690.494899945035
744,63,810,722,812.5137167403668,709.9200965381257
875,814,293,672,636.20433215106,1092.8516898699131
154,585,157,401,124.91014744123817,208.7467625585155
818,16,107,235,892.7112380181866,197.62483669028958
22,706,217,26,-73.974566646087,683.3619011734685
516,459,83,57,463.33139334670636,505.98961703973157
526,132,557,848,756.1909569767433,796.9397786261467
8,484,721,598,439.87132228722874,25.80241222155479
511,447,167,501,394.8121380453408,286.9628581423646
632,243,411,816,671.7582635471769,860.5277537430842
307,344,223,664,505.7962595741699,538.7159039774565
87,178,759,412,764.4685406907524,-3.9640452494577234
225,599,388,164,184.97826344091618,443.93415666948715
49,154,367,446,351.46624822476304,-54.32989575619662
588,412,760,377,168.627158468513,552.4517860258727
203,237,257,165,426.48693100134375,143.77154581324413
253,401,824,270,835.4569001602935,246.33367910057098
91,489,773,438,609.2194239529434,127.03071391618386
320,707,91,281,246.48344623414033,494.1158277094726
526,185,281,628,715.9520794009828,691.6478437696036
69,369,276,523,213.10604581796787,8.6375442622939
481,417,332,581,498.76173662156964,587.123005509143
722,350,440,713,564.9661485312308,810.7668534266617
790,381,415,785,639.2443074981979,908.1070278584706
243,386,344,599,517.1333443187347,343.17002099939054
451,814,856,379,-59.483219292481245,635.2465487695172
389,552,58,398,348.1180750505212,258.28437386755064
649,526,885,652,318.78767003646635,392.14138180362653
579,503,108,260,505.4435503382143,629.8661944399186
814,226,700,741,650.0991574187394,847.3938656392429
555,494,187,857,398.81827778671374,235.14552003714934
271,23,422,677,677.88343875804,190.56098261469282
443,82,527,673,814.1066081734963,536.416221315031
424,495,135,82,439.4487776859184,423.82976761665134
28,335,411,851,293.4687099651973,-95.99421423524545
613,775,736,96,-10.284218056083516,806.4024670205124
202,305,280,865,430.48080745421646,125.6215659736462
731,282,454,483,667.4143016296255,714.5262024167882
116,720,495,158,-52.62019634423972,581.9028328386191
407,26,217,489,619.1801249411386,182.6451502136077
128,268,888,158,847.4779950515084,150.80476524531363
424,780,359,368,145.7227634364278,573.4254355576072
544,634,472,19,161.91203266144197,641.8961852937728
650,79,118,770,744.8136068451562,720.1442439571488
40,893,109,84,-33.20051465429947,831.8927006574255
70,488,660,178,331.5942244051295,313.1409015777354
145,650,767,447,406.41536395712075,230.60717809497035
428,238,42,464,469.931050628669,281.63323059749774
346,514,707,44,237.86550826783483,473.2892171940206
637,862,561,206,111.14503288201693,902.4881017902951
187,490,213,792,237.76541280420122,-28.47905620036709
27,551,403,308,108.04338976927721,251.50609422515296
617,557,718,90,103.20166394403029,619.5441550167095
329,215,436,230,715.2586457208065,205.52323457232575
663,485,284,829,470.37494841594594,711.9060579083949
754,801,697,773,120.9101963154721,722.5940259065744
451,452,542,754,468.78917697861647,530.5295180621195
706,360,597,540,372.9038676038677,721.5356321030217
893,251,219,648,935.6699843662872,851.2189217659964
792,87,244,884,922.6865103943394,875.3871946111158
898,658,804,371,217.37524108827589,908.0678020065106
713,157,766,255,924.6602703820334,374.84326421955774
854,340,848,859,372.2964788237472,860.4226415012685
145,830,463,364,-46.689112915978576,521.7666054295141
573,336,326,755,512.5578167312889,725.8269574104323
385,846,400,210,63.56023410913431,760.7677477983885
72,644,63,831,47.41866114341642,-63.13845998485361
446,817,844,876,177.1523473991405,179.57904067500561
371,485,498,829,404.0447079257392,322.71671621601115
91,849,652,486,-74.7545996120361,414.04778582502564
768,308,51,250,785.385705473928,552.1224516362131
703,895,867,650,-43.99532689773588,824.2949769808365
531,863,49,674,482.48414854088867,915.4280353951391
841,103,73,319,885.5473885981153,386.8542520929794
829,788,18,59,816.7969384174473,830.2754723848947
767,890,675,541,133.00507576756613,955.5097162262638
757,291,679,419,493.2321189968575,681.7310563732141
659,487,396,158,357.11943924287806,619.029533999876
698,558,84,714,653.268376170664,950.0854219660227
699,797,592,298,147.56858404129426,876.2411314267779
397,194,889,198,970.2211628012898,227.17059103645434
119,481,212,470,165.26994600122038,90.12132469715966
316,782,716,318,4.314678566906988,555.7682354107242
365,846,216,71,171.74927710842672,825.1907711129876
688,608,299,883,432.56311118696885,697.5533116376721
599,724,789,652,139.60550062742854,444.33410874466665
714,169,619,860,722.7054951932587,872.1746483915401
610,526,462,526,272.4499157656644,404.23682247031263
689,185,283,395,806.9008401487089,545.0626482146399
341,13,820,20,1024.7731197973046,8.570456549306973
5,120,861,754,773.7167580756482,-54.781652122676824
637,308,712,267,326.78639127986054,559.998671751049
316,407,21,580,323.81251933909516,100.54502477252299
262,354,619,869,655.7989969526034,701.1191523660324
869,647,859,397,138.7351973297323,896.1110692556965
224,609,391,418,257.00435330702544,232.86999304500964
808,222,887,138,1014.9525028033344,348.23934252454575
591,221,658,855,489.9645978824153,744.9165433309599
63,514,242,450,96.9974266932729,110.39300526950841
287,379,600,115,729.7503374032055,294.87920189916446
515,255,472,824,554.476700884811,765.3920156148803
485,662,267,408,260.23178484196495,416.06514394834375
866,151,335,607,962.3940250163329,725.0126680331942
892,229,62,109,916.238247798039,330.96850239201837
292,309,798,494,686.9905128306104,431.57832943032116
754,37,613,884,946.374059515489,821.5526628632699
620,654,566,410,159.37696839872237,626.3664806696796
310,27,205,781,512.3616947375367,98.01553195299442
429,676,145,383,298.2483975242172,412.17417826973127
539,317,472,93,708.9665649594155,387.50101556579466
277,345,777,445,742.0663091818349,370.18514615380104
387,369,103,270,484.41235278481514,440.6385621855904
777,539,877,722,105.66989243649007,681.4169480087282
35,802,757,760,28.647194000080173,102.21464203553992
718,776,774,783,65.00581433149698,616.8596756508254
765,840,384,188,406.86885726939863,928.443244981311
448,888,163,458,288.83872757145184,732.8337242594721
802,24,560,878,998.2572977733037,815.8905445347173
428,124,678,65,949.5564366954783,125.98180242514609
127,66,312,644,411.00673294808547,-75.73330472494216
672,306,25,317,684.6353257165482,603.8388269705665
549,273,666,491,326.8181084767222,649.1939529480886
296,450,611,36,560.5404995009044,414.31333354417717
523,217,53,537,571.510293492777,605.1751033782731
695,655,726,92,93.16823050823639,716.25257933622
2,251,229,264,139.42806654469175,48.625664640461466
772,580,669,280,213.4090984805877,772.6974966390145
855,125,762,801,815.9557021276341,846.4002000617269
536,200,9,220,544.4648556612157,292.10203490489636
236,425,560,672,646.6610585139125,467.6314587594216
612,406,421,638,345.9637423914455,399.0424013321161
359,806,137,278,235.49336338777945,657.5831251544411
142,306,106,636,200.88718003682425,-72.37163582560053
69,422,311,290,208.244409785433,167.2713613109996
828,176,525,108,1021.8243310177003,269.90745104059147
313,818,743,886,142.814203835219,101.22079862810774
202,76,701,396,840.0119224822456,20.403116696870946
762,52,717,892,891.7649696502889,839.359103483537
451,564,606,813,550.4040437856127,638.4103801241304
88,571,579,130,76.3444062818934,443.15062154910424
518,726,23,634,495.4778067998557,815.7802272844536
228,641,345,242,170.7700819277715,416.26616475464607
715,623,43,785,689.17814585164,1037.2092591232943
755,333,837,422,264.21981966561725,711.2536136896986
662,811,363,897,311.96877526641987,609.2152819686747
21,769,62,611,-13.0794621158806,194.8071452501413
97,836,70,790,48.60552010991876,131.94050116874217
535,518,886,434,718.6456408498565,339.5857274407499
290,129,78,487,362.9905819247585,13.370167003155835
401,818,884,543,85.96542529732825,441.52963074767086
541,607,73,684,472.3325558529171,694.2342649863424
256,619,343,267,230.33421962037414,368.8865025952152
140,546,123,681,126.28864730247062,-8.840706231487319
292,142,703,608,808.7635253008422,350.56427073479296
73,218,566,193,560.6909935060212,80.3360390702142
642,465,95,826,612.2473136621985,912.5902474808489
786,583,506,740,376.2945117419396,753.3336886211521
250,612,742,706,601.4074042318888,220.99142764772913
69,693,438,116,-70.3367035495161,588.362148679133
55,178,187,338,187.8993907336038,-29.09772030802343
301,344,406,483,625.2152845160198,469.9345888798963
457,655,168,713,304.8604292564724,183.40563224665925
373,359,308,23,617.6623701722591,345.84434038418243
449,895,21,899,428.00835873397017,848.7491707140557
281,275,678,340,802.5086031678063,252.5127622460822
704,487,14,554,701.6320942997689,880.7864976379037
434,595,344,655,357.1844725733969,196.24901795109486
657,102,570,300,909.9505077610247,332.70209536123616
780,545,50,555,762.7933245581859,942.1581812972385
54,448,80,360,62.35350578888519,123.22051018820876
647,182,285,795,781.9617412334685,850.664779595766
355,543,21,851,341.4925862396314,84.28469609180426
805,813,272,75,573.283588644678,861.351887746573
148,387,298,98,301.2619038918885,295.76518833877714
465,539,185,818,362.81444013043875,139.4014391266098
794,746,508,254,334.015105563593,883.7184785332697
90,503,433,440,266.3784215408155,131.6445571334485
801,325,380,1,911.9391320281754,325.9420451352902
602,806,806,616,24.389814153078564,595.5342141523901
648,374,839,397,123.96612415065101,662.5042691828638
856,435,233,564,799.4698968164814,897.9312605710437
323,278,888,718,375.22892565345245,645.6360284834659
24,527,711,494,400.15053453856734,94.51471163956504
845,486,487,297,555.3225976567279,745.4541388526155
678,349,529,482,417.7694555462662,699.9032643427975
595,116,53,605,641.9452599703266,578.5967642312407
97,722,582,874,94.31647375268567,-21.275482546808266
270,658,317,491,186.16373953687275,221.00836156662695
293,104,295,321,580.4324160615115,101.73491196127982
842,508,167,718,784.1770873955817,1018.4758675753527
518,201,192,5,680.9179998871547,202.35453868148358
244,418,821,14,597.8058554602405,404.24220131986027
284,119,559,534,771.0705895146488,242.05810526629816
434,802,675,728,122.89837061758325,268.681611911156
894,525,108,80,864.2815256931626,602.3102241382268
488,736,43,82,445.1153005246453,737.8857395821078
364,247,206,95,562.9182394887065,229.4183542617973
664,743,715,541,72.41747591100017,687.5651657328851
26,65,527,140,496.22507793698975,-26.26516898900433
679,354,434,18,794.9036359497527,370.82509886888283
321,190,71,295,387.76905058394544,121.721182720856
671,194,785,204,902.138862297093,364.3821844206213
544,628,715,570,425.4863516989491,309.6040040806536
719,365,378,109,708.9644844290425,472.61217747122294
488,515,771,518,286.6115592066218,528.3875934985286
170,389,452,465,512.381906291002,172.3325416546329
488,553,155,108,350.60645024340636,539.2307319532508
828,117,292,623,948.9241373452286,699.117790805942
149,789,200,625,32.88496131703475,219.62814620149211
630,464,799,447,153.55806416980965,552.1212778558543
827,191,61,128,858.1487597399476,304.85937763085496
100,385,830,893,738.5404568424642,292.575896131321
769,130,509,430,883.1357165909509,523.9356492435402
745,34,694,465,969.6305006019654,428.2744561769115
80,607,800,140,14.859544711404666,471.32404503908845
865,533,362,345,659.9874130768757,809.2313425006383
126,846,174,504,12.337101005509101,401.0022431677392
305,690,78,422,244.58163485314142,328.6418686045329
130,769,196,319,25.372852134693623,485.4465593158049
636,16,319,9,892.1751976973211,19.615168982665615
423,670,479,346,243.95361504754945,425.6717861171466
679,758,823,723,54.752324669055525,574.1851409913639
241,828,13,830,229.71209854237838,190.993066380687
174,666,888,245,122.42293326089406,437.8434307497778
458,638,138,162,329.9696916194661,579.6328107059462
71,317,360,108,291.05000112163214,221.03349065050944
785,751,688,573,161.66553254995233,859.450326090993
729,159,710,861,684.0883643128751,860.0839595219657
95,413,838,54,456.3921913775822,359.904725292709
52,378,616,536,502.43413486095864,45.80552295184963
157,839,67,216,106.37465242463803,681.2789253545478
207,831,315,365,18.798780688441585,537.9928836143702
406,182,760,376,816.333893860869,356.4225609690222
676,756,414,894,283.82483944647015,485.32703306941517
42,140,351,354,329.9706113217982,-49.207666760493645
417,252,373,84,719.5228880116493,255.46164186939393
699,242,578,290,706.3229375741886,513.6844427469026
772,845,652,396,161.4433219869162,957.8093047231616
59,72,6,712,63.19008775814996,-323.4871093153877
310,565,541,808,569.8066656812116,543.9487364552687
559,852,267,524,296.9336214503083,730.8384509265233
422,425,529,391,372.0834923188464,487.47973918990954
540,71,432,290,846.8082054136881,231.92457108836194
631,229,882,405,325.2138416219275,595.1235019444925
355,373,506,538,441.04120369800637,571.688388147971
368,160,610,587,748.6191631708101,479.6635459338406
198,547,260,69,160.97282150900912,480.1851046492906
111,593,145,78,76.12608932047391,518.4988982243018
228,284,760,753,720.9544903189753,508.14586175519446
375,686,208,580,223.8985391595491,218.81019447934776
384,98,627,336,873.9833222782406,188.16101351255992
286,850,73,367,221.07104187441877,628.9076010302645
753,432,327,754,609.9132453856139,886.8336494186998
712,106,85,252,774.2076998976445,301.8869709601416
10,782,888,759,130.03980049642757,82.07346916353956
749,785,102,228,665.939815679991,901.1846036443108
854,499,343,295,683.3013262219021,754.736219522581
405,708,290,867,198.65907446453252,67.12214116913464
607,222,277,259,727.7359603090639,440.8644049545941
161,572,175,539,139.94461429136186,100.2421121811709
496,287,439,652,497.87911357448155,665.910652491727
148,271,703,347,754.5331324867676,98.84868727358011
530,670,454,229,162.87353810021327,639.7635753072132
223,29,866,404,976.6849536766111,0.2661111979875952
30,725,836,375,38.02173453116206,366.49582583304004
729,59,396,770,926.8779606394253,745.153178054865
267,359,832,639,533.1850621075896,536.7020334215258
702,873,456,707,263.3567714026845,800.8383405700763
759,357,675,692,377.69196818042957,761.7398396747469
8,312,451,171,294.17790326455525,161.67136018837232
341,8,386,42,711.8884238376794,-0.20748564215591273
420,222,628,696,570.8396657418743,680.7156110546109
218,687,575,23,-71.33824154795774,670.3779998667624
79,122,432,414,462.46396045163397,-45.58890902378181
360,765,98,683,271.10380854913114,257.65165559293587
64,412,677,139,467.55862168353514,278.9748144359023
277,324,125,413,374.973213895997,164.3389866244478
299,792,108,181,207.74940808495708,685.2331575915063
811,561,314,702,611.5782405969418,933.2978048652864
257,519,185,419,275.7715845772181,183.10409696289273
88,35,62,151,136.8809969819416,-51.90624581381404
370,889,512,356,-1.365540135779409,699.6371677473292
602,226,678,532,464.0736217063005,676.7015614615798
62,834,884,40,-381.16521740801437,804.5894072959201
377,236,669,124,865.0869941228624,229.04107600870842
541,897,407,461,159.01600448317407,766.450541582633
606,872,790,278,-73.35032925367842,884.6686101223798
97,775,415,837,-26.78361305776827,22.02449119481657
171,554,472,377,347.26892518545463,214.7902494158467
117,674,764,445,296.5445987090718,251.74340810312756
479,377,849,871,367.2550745736469,441.2004998300083
215,847,431,850,-9.379540734158637,107.70719843899684
88,338,183,557,181.19915281531877,-34.39088777263329
565,437,390,88,319.2579879204922,519.9509563530354
564,672,784,595,284.27167020898315,367.95634881860946
240,44,392,158,619.8852846928321,-3.3050808404923093
849,668,537,617,400.22055283909657,893.6991689157068
617,294,443,389,537.5480000366546,636.2694904921286
180,443,288,45,236.0404738494303,398.31080753768487
770,896,816,377,17.120545737172854,998.1336957398215
148,226,817,244,846.863828854677,88.7418141636598
427,408,679,539,345.86338877179406,489.42843734283053
623,361,695,431,207.5070879252146,643.0572184856978
265,775,695,185,-82.74862307269096,648.3876582265373
676,755,62,398,623.4420202634009,920.2792402608294
692,280,287,40,811.3581285945348,314.14881217863183
854,495,331,858,694.9572209764376,1026.1568412472611
812,340,624,891,532.115719602006,874.2357322599468
551,782,517,605,126.77067346205162,493.511081101397
526,394,185,789,474.17235334387885,643.1380136787308
62,93,867,371,845.9006490740632,-73.57917139924852
129,674,32,30,111.74399703019421,648.7851116236229
747,139,764,281,944.3739756433386,383.46152287874304
53,353,264,782,191.09995947574572,-125.95836294287861
308,275,734,2,827.2285142804324,273.7432691091483
60,245,357,481,329.41850433074444,-6.93885237235267
119,602,68,261,96.45030674478731,347.27377390758915
518,328,565,554,310.4540841204139,487.12713950695894
742,366,685,31,848.8167150958791,396.16532729930674
177,793,464,194,-50.82588493217781,643.1917659670181
588,63,552,509,861.0535983920889,453.9676391615148
664,570,883,824,304.9322288853566,287.7627699197016
797,480,770,546,214.44414276436447,797.9236988040136
299,103,314,605,604.0781276399529,245.66926982794192
560,852,537,661,94.23141258301669,555.8693795316194
9,129,146,897,109.5046260099447,-341.84722489714335
738,170,660,726,709.5036552482317,798.628249812933
864,739,61,3,827.8647170659209,741.4565177351392
885,268,398,772,875.5064586097482,941.8276440419555
32,465,462,183,190.89714125129925,286.44245022573597
148,684,751,715,348.96743457375084,91.67578128649484
137,138,398,145,499.25955059800043,53.646018098393775
281,93,333,274,604.3014537081594,67.0862143095575
824,676,352,301,546.3992804756869,862.4805982867426
79,27,831,300,844.5724912282204,-103.10566117707971
242,556,82,31,213.33217841267128,527.5539731585279
522,244,497,693,561.6004045733339,723.975172268636
566,637,855,436,176.00351872504723,482.8490692940577
30,237,361,678,294.96698826889974,-90.24721327000569
619,258,151,60,707.730293548849,302.4597055366002
563,250,13,489,574.1460279219882,624.2914523632846
206,772,789,586,215.99101119913328,246.50295073774495
511,180,257,99,718.496757067802,218.2728010133827
28,371,560,867,414.6227909552193,-3.0864998759724824
250,822,480,764,27.793485935260787,162.22278495926793
410,395,268,831,441.98721784597245,388.6010113853935
573,242,486,695,587.1161969160069,750.5400657961303
398,587,188,161,300.8540058152265,466.3495145154298
883,682,751,442,236.04220579143708,933.7803647350705
873,440,72,429,868.6692028006104,824.089236089284
98,91,326,868,386.09614471824693,-113.74689685001593
388,552,718,97,238.2488402361323,475.36307477431603
824,175,334,201,930.9443979953137,357.2116015311607
840,177,332,633,924.6265195748568,769.5431336464874
119,54,597,892,679.3115562799312,136.7837231816008
2,833,493,886,-134.9323717361598,17.580410869387894
747,305,568,875,550.6507357125713,848.958687764847
754,515,754,361,158.70073118667946,755.2441554707253
315,782,473,124,-2.1042820114797696,716.6934978976716
368,699,861,726,565.2764501887807,186.96071481371703
636,75,880,532,804.4501934450842,516.6266482797815
527,696,362,302,216.2300995951485,617.2025813000753
360,646,619,680,482.32196290831024,244.58756567784448
435,894,442,340,64.00513702391183,760.1727030412864
45,16,539,220,542.3856957861774,-101.3779605580878
3,363,748,231,546.3215739295946,156.695688936378
145,180,725,210,790.13234850174,64.50408855519106
164,672,732,212,51.7091185846725,477.062110763365
336,572,91,323,289.0266699849696,288.0199856275255
498,186,892,717,356.9077380354752,707.9130962011866
766,440,644,143,403.87734448331275,579.155779102956
436,453,786,504,350.2228160943526,467.7716039355451
469,12,884,632,908.8635007617088,411.8167683122433
131,842,196,775,6.296375442265951,147.03542023050915
129,675,161,276,65.66866562312003,413.80544172484315
511,107,547,184,899.3665803307393,184.23192607480442
122,222,895,843,835.6434689438289,284.2843518049033
589,615,362,610,270.78614567261445,339.12097691703866
712,751,469,850,273.2335025755155,589.7178223155814
582,115,578,272,889.9854568847593,296.33156366075724
418,268,683,165,823.949540527527,310.4656380306073
106,470,133,863,123.583648036133,-146.30077516672245
776,696,716,37,169.65326848917493,724.5142941069721
82,308,261,782,246.65133226985745,-104.1801823945434
556,793,394,186,186.5198435884044,800.7472126841924
288,363,70,809,331.7716965077124,25.412285110579642
294,145,430,662,691.674522982314,401.9023830771379
296,582,724,542,668.8206113902402,260.70798820773325
659,334,561,468,387.3673702718373,688.1794531271955
33,205,183,715,152.85741311837674,-197.39343037525995
710,591,129,882,626.2629943889818,995.7095199306498
861,578,834,863,183.31666874306873,770.9290135235732
185,745,762,484,200.92189752099205,302.43629967075947
