0,1,2,3,4,5
200,274,336,20,455,35
461,77,319,70,394,288
387,128,397,225,162,262
349,441,23,235,140,282
469,14,3,271,305,190
297,90,477,317,109,204
400,98,369,205,3,5
462,77,191,414,3,73
258,497,460,145,483,287
373,452,11,129,214,147
356,181,75,104,292,294
476,139,66,50,341,475
7,214,371,188,155,414
56,129,86,114,468,107
295,146,240,174,37,256
101,455,413,168,78,419
296,299,4,400,369,226
377,153,421,51,19,129
125,82,366,71,114,269
31,126,321,279,294,131
294,362,225,266,178,113
215,335,375,352,387,456
328,295,92,301,310,471
292,127,325,394,414,395
133,207,97,479,111,477
323,306,477,92,160,267
129,380,52,409,371,438
329,136,381,241,195,277
334,167,265,109,282,351
405,320,200,450,71,247
492,325,169,392,284,341
499,32,447,1,116,277
119,42,498,440,214,140
376,91,177,36,12,216
432,74,129,140,399,262
415,180,63,158,154,240
306,34,142,338,278,281
54,104,377,372,311,331
301,303,177,251,452,99
403,344,168,200,481,307
326,374,230,442,170,275
500,283,452,459,104,208
489,393,252,204,420,461
456,149,373,313,480,457
290,212,116,429,391,336
411,213,458,320,40,243
168,115,20,1,221,374
29,22,325,40,204,395
415,98,52,476,378,301
432,235,488,149,268,312
238,143,238,163,73,180
207,41,427,28,310,258
45,467,409,491,206,186
119,116,438,321,334,243
145,293,176,394,86,103
165,293,435,66,411,483
211,176,40,366,238,444
379,450,282,94,359,8
325,95,122,425,339,366
29,491,57,89,46,152
241,286,300,475,387,14
119,155,235,168,461,227
294,406,320,103,331,217
138,143,73,94,398,185
492,456,274,358,437,490
373,437,236,46,210,61
307,38,49,243,374,96
485,67,57,221,421,17
86,98,455,483,158,46
280,271,318,169,280,419
487,21,10,251,79,105
330,402,28,174,322,137
274,4,3,59,10,455
312,323,473,42,57,399
90,37,71,193,94,104
160,161,224,194,82,197
401,310,418,418,31,163
12,494,396,61,42,311
410,180,203,233,154,197
232,219,169,231,305,69
158,336,260,119,13,69
110,137,289,376,214,421
181,33,55,496,133,292
175,383,436,284,154,490
499,38,480,205,261,476
236,457,24,413,417,401
167,466,283,208,251,295
229,366,43,485,437,128
349,117,104,85,288,252
461,448,174,15,334,178
29,105,159,417,256,295
138,364,140,242,303,57
378,418,417,485,97,355
301,207,7,395,27,256
420,321,268,155,263,170
18,169,349,466,429,22
413,401,206,427,58,220
220,139,230,268,479,249
211,171,362,383,170,18
480,456,102,144,373,101
460,145,462,303,432,92
166,306,356,228,171,334
474,290,470,460,133,149
394,398,462,317,38,350
61,49,126,180,232,213
44,2,369,277,125,75
438,386,473,108,79,213
166,235,327,36,432,328
256,34,480,281,237,188
480,79,53,166,84,256
45,90,234,247,90,484
132,91,338,250,369,328
146,155,154,304,285,298
472,407,422,106,269,246
409,89,8,8,124,484
387,359,15,398,242,230
6,223,129,209,211,44
42,100,181,451,427,73
286,49,233,13,189,359
220,176,99,317,65,271
32,153,208,88,456,101
50,193,213,367,151,182
30,2,78,106,255,191
367,208,496,408,307,496
245,191,96,426,459,317
464,129,342,494,17,30
480,416,185,497,145,485
289,200,329,337,11,418
303,275,467,142,163,351
354,176,263,180,20,486
485,110,355,31,338,188
118,83,318,113,167,339
230,481,51,443,208,304
491,102,263,436,377,69
228,141,432,450,452,212
310,303,340,272,291,76
12,120,68,366,361,260
451,413,388,191,344,170
155,193,149,85,32,200
108,449,343,466,267,97
77,223,138,342,58,351
458,288,219,25,235,139
424,265,143,284,392,331
354,8,321,413,467,450
311,221,177,161,460,486
135,46,337,25,494,215
332,82,22,199,474,477
179,394,142,253,273,212
493,375,68,481,408,116
316,205,303,416,135,117
467,136,449,116,52,58
302,11,169,414,493,268
394,384,85,52,404,190
181,305,303,151,388,465
11,183,204,85,118,351
120,459,474,393,414,202
169,331,90,177,322,103
45,77,275,58,381,101
350,106,376,63,482,71
495,108,35,351,219,228
394,40,408,235,5,445
246,447,400,91,89,482
204,15,425,130,88,122
149,327,310,61,291,16
290,66,255,328,183,287
445,475,135,220,494,69
239,121,287,82,371,286
7,391,96,378,327,227
269,462,390,215,438,492
32,385,295,32,160,134
42,316,397,182,120,81
249,35,407,464,196,344
72,89,203,253,373,353
43,92,200,446,90,318
227,316,270,235,134,294
176,47,407,168,55,460
493,134,164,456,132,165
198,66,238,103,370,57
216,74,105,154,348,48
251,167,408,277,292,255
53,441,373,24,223,444
334,141,328,421,367,439
288,494,3,236,429,13
230,318,128,471,163,448
292,110,229,26,425,455
227,228,392,259,197,92
279,432,236,179,55,455
184,101,17,495,60,426
147,113,344,431,431,105
393,57,97,158,308,454
187,212,428,67,287,150
47,315,92,434,123,25
351,294,201,57,313,44
434,389,33,31,405,223
429,410,341,128,324,13
183,366,486,282,194,242
498,475,177,301,166,331
116,125,60,275,12,496
216,325,95,56,189,81
17,490,429,100,320,307
313,276,162,480,388,89
370,56,47,99,178,127
132,201,231,433,303,324
220,191,352,45,469,29
403,443,345,238,314,1
69,109,430,128,318,438
493,169,316,238,37,414
245,152,111,198,388,70
366,161,248,305,45,87
404,217,113,419,172,413
341,448,19,105,367,92
49,191,110,352,163,467
105,367,310,193,443,95
489,2,430,419,164,263
203,201,272,419,104,234
232,488,301,295,381,473
307,487,54,296,425,178
205,40,426,359,241,26
345,272,174,476,184,91
68,28,272,19,471,470
262,36,262,500,174,162
145,453,416,203,437,70
140,17,137,409,336,404
28,110,75,150,28,411
83,203,338,30,310,48
231,286,340,267,68,66
353,468,77,272,360,299
19,344,202,412,361,410
313,484,405,452,217,266
106,339,309,186,165,72
119,389,496,72,60,247
278,224,428,484,109,43
384,355,35,298,317,433
180,185,384,317,236,355
306,2,85,241,237,220
111,310,130,494,208,261
486,498,439,250,300,155
272,191,469,398,428,415
411,421,211,459,473,174
203,162,181,114,267,197
66,304,407,49,175,198
134,383,403,215,476,283
351,208,493,41,204,302
416,79,118,468,456,162
60,260,95,127,487,425
88,184,74,277,63,495
303,272,176,293,262,52
71,440,350,468,220,266
195,493,331,490,314,256
77,394,184,126,334,185
70,491,427,482,174,4
231,100,64,474,230,393
405,93,82,147,107,492
30,76,289,314,180,233
467,265,470,435,14,185
170,183,14,23,191,487
211,373,48,349,489,9
365,440,492,21,267,42
266,402,472,466,95,303
41,435,123,489,180,497
363,350,450,330,238,336
377,165,346,273,161,109
492,171,4,218,124,467
380,77,77,365,476,371
172,410,474,367,101,362
5,459,253,456,32,491
334,192,43,44,7,359
51,279,18,337,319,374
333,491,318,116,132,42
475,399,366,477,67,362
115,77,110,89,69,168
371,199,309,60,109,177
336,249,458,254,171,355
454,42,307,310,96,260
376,301,59,116,300,110
429,491,379,481,248,149
230,51,340,64,363,289
152,174,149,398,206,376
406,492,32,291,375,48
236,340,353,447,423,281
252,344,116,335,72,202
342,235,232,210,379,95
42,163,154,369,174,284
365,419,82,393,411,455
298,133,229,225,18,329
191,355,336,338,52,72
104,338,427,282,2,282
157,383,179,329,284,457
227,379,395,174,108,362
488,162,159,446,375,485
151,297,110,63,142,434
252,211,265,65,392,481
407,59,386,494,32,164
444,370,12,268,223,269
132,115,386,15,45,258
63,263,51,23,64,259
241,239,304,144,162,129
283,213,369,161,337,452
308,160,95,310,389,367
193,4,488,38,263,113
145,3,347,307,259,452
258,147,431,76,406,81
458,32,3,408,337,257
309,198,376,50,303,6
312,458,58,383,91,405
41,385,338,155,349,427
355,112,158,314,165,453
279,341,475,500,29,304
267,217,51,106,202,337
153,433,346,425,185,256
410,31,252,186,104,198
483,113,123,134,352,77
427,383,243,63,473,1
279,88,384,230,54,221
267,311,386,256,288,276
225,37,67,37,464,340
380,232,352,233,400,357
380,325,451,383,211,233
8,178,499,109,466,423
93,69,299,202,353,349
496,79,450,316,172,459
91,119,94,169,82,191
26,40,446,484,248,394
271,458,233,228,27,429
487,459,319,188,352,254
262,486,469,231,136,65
90,433,66,385,176,367
117,25,252,91,459,153
494,244,185,370,3,452
66,416,423,397,147,233
7,145,256,306,349,139
351,229,141,315,146,253
242,4,301,333,180,260
240,6,166,252,404,278
146,82,312,455,283,3
325,42,350,308,129,226
96,345,110,46,425,105
215,66,218,17,440,181
159,14,143,483,205,477
481,387,353,466,30,229
436,221,440,280,465,480
108,361,17,89,433,302
275,409,287,368,230,42
84,390,37,323,170,265
236,389,130,77,368,316
265,293,81,97,54,138
169,365,47,321,463,244
303,209,141,91,117,94
291,296,376,117,326,77
260,330,138,415,459,495
65,432,367,405,407,3
390,364,446,266,472,382
16,410,185,159,179,460
444,215,199,180,96,84
5,411,395,492,243,82
200,187,443,311,368,280
107,153,119,192,234,396
283,390,196,68,130,156
352,425,111,23,337,15
302,491,451,92,251,301
73,301,140,376,332,161
266,220,287,167,213,455
129,167,181,287,180,241
368,415,352,129,236,110
130,315,360,74,201,202
447,331,84,271,430,107
172,444,17,484,454,40
88,231,240,391,154,182
479,351,248,51,43,405
224,291,288,333,26,214
343,314,60,330,431,185
456,105,70,282,7,387
361,279,10,343,387,81
431,310,278,65,313,41
28,164,172,255,392,303
417,170,76,27,200,273
245,462,324,363,281,454
293,135,407,261,81,38
115,258,250,65,357,139
235,470,264,235,50,96
57,2,406,25,40,303
79,72,48,349,188,144
490,270,16,354,78,440
249,253,84,283,217,490
228,329,353,413,454,58
133,391,277,411,45,365
93,93,233,158,150,375
389,232,463,130,238,77
36,479,18,422,432,353
235,96,213,432,254,76
251,189,193,11,432,226
492,211,107,201,54,449
458,253,379,31,69,262
420,453,382,244,431,164
483,497,18,235,405,317
203,139,154,242,497,219
292,182,433,489,43,491
247,22,327,136,73,441
24,124,204,407,232,101
431,152,115,86,311,49
395,328,441,464,16,471
278,231,143,461,164,227
85,51,288,173,461,279
491,250,13,303,182,160
120,14,451,344,486,361
235,12,352,489,189,283
166,73,283,179,446,169
167,442,60,499,103,492
253,221,126,186,226,102
411,318,163,460,123,272
209,121,174,457,358,376
296,310,252,18,355,279
467,361,299,361,373,242
175,188,115,190,498,123
372,97,369,65,482,81
382,167,198,481,166,423
464,167,330,102,317,328
421,489,390,480,399,360
423,211,287,367,37,85
187,141,226,103,272,243
473,265,313,450,347,266
363,228,107,339,231,357
116,107,290,459,152,43
348,291,109,330,427,19
459,46,279,74,481,57
39,220,481,310,329,15
100,462,201,294,7,253
115,352,452,12,94,99
389,360,299,34,123,447
436,52,289,62,464,198
490,9,359,496,339,408
253,361,262,192,498,42
322,70,274,332,256,331
16,233,295,276,285,299
2,68,78,18,425,379
402,393,111,307,181,451
493,269,215,298,13,411
285,185,43,470,143,123
4,315,308,263,482,191
320,176,364,20,195,14
117,19,256,415,432,32
139,4,395,88,124,5
55,477,106,142,5,99
